"code","number","edition","character","series","quality","obtainedDate","obtainedTimestamp","burnValue","dye.code","dye.name","frame","morphed","trimmed","tag","alias","wishlists","fights","dropQuality","dropper","grabber","guild","worker.effort","worker.style","worker.purity","worker.grabber","worker.dropper","worker.quickness","worker.toughness","worker.vanity","worker.recoveryDate","worker.recoveryTimestamp"
"8w29gk","37084","1","Sen","Naruto Shippuden","2","Fri, 27 May 2022 08:39:25 GMT","1653640765932","16","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","8","F","S","S","S","A","F","D","",""
"82f0h0","37062","1","Laki","Pokémon Sun & Moon","2","Thu, 26 May 2022 21:23:57 GMT","1653600237414","6","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","D","",""
"82fvxh","603","4","Cloud Strife","Final Fantasy VII","1","Thu, 26 May 2022 20:07:13 GMT","1653595633296","43","","","","No","No","ft","","464","0","1","385849280939950080","385849280939950080","386931476291256332","28","F","S","S","S","A","F","C","",""
"82r1vr","700","3","Rui Kamishiro","Project SEKAI COLORFUL STAGE! feat. Hatsune Miku","1","Thu, 26 May 2022 17:19:03 GMT","1653585543306","39","","","","No","No","ft","","494","0","1","385849280939950080","385849280939950080","386931476291256332","24","F","S","S","S","B","F","C","",""
"821jgq","3362","2","Bonnivier Pranaja","Nijisanji ID","3","Thu, 26 May 2022 16:41:29 GMT","1653583289927","67","","","","No","No","","","5","0","3","385849280939950080","385849280939950080","386931476291256332","40","F","S","S","S","A","F","D","",""
"821j4p","1049","4","Astaroth","Combatants Will Be Dispatched!","3","Thu, 26 May 2022 16:01:41 GMT","1653580901349","140","","","","No","No","oppai","","19","0","3","385849280939950080","385849280939950080","386931476291256332","78","F","S","S","S","F","F","C","",""
"821j14","37284","1","Misaki Nagai","Two Car","2","Thu, 26 May 2022 15:38:18 GMT","1653579498017","8","","","","No","No","kawaii","","0","0","2","","385849280939950080","386931476291256332","4","F","S","S","F","B","F","D","",""
"821jb6","19803","2","Homunculus","Fullmetal Alchemist: Brotherhood","4","Thu, 26 May 2022 15:12:29 GMT","1653577949281","137","","","","No","No","burn","","2","0","4","385849280939950080","385849280939950080","386931476291256332","74","F","S","S","S","A","F","D","",""
"825nj9","36732","1","Mitsuo Mori","Junji Ito Collection","2","Thu, 26 May 2022 13:19:13 GMT","1653571153665","2","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"825nh1","37178","1","Elvis","Rio: Rainbow Gate!","2","Thu, 26 May 2022 12:01:22 GMT","1653566482017","3","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"82hlqz","7331","3","Bayonetta","Bayonetta: Bloody Fate","1","Thu, 26 May 2022 10:26:01 GMT","1653560761814","36","","","","No","No","ft","","181","0","1","385849280939950080","385849280939950080","386931476291256332","19","F","S","S","S","A","F","D","",""
"82hfcw","36911","1","Motobaro","One Piece","2","Thu, 26 May 2022 09:26:43 GMT","1653557203481","10","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","B","F","D","",""
"82mts6","31938","1","Yuushi Oshitari","The Prince of Tennis","1","Thu, 26 May 2022 08:00:08 GMT","1653552008989","3","","","","No","No","burn","","1","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","D","",""
"82mt72","36761","1","Milla Vrubel","Double Decker! Doug & Kirill","1","Thu, 26 May 2022 07:24:04 GMT","1653549844700","3","","","","No","No","burn","","1","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"82mtl7","2759","2","Ginger York","Mushoku Tensei: Jobless Reincarnation","4","Thu, 26 May 2022 06:50:43 GMT","1653547843628","146","","","","No","No","nice","","1","0","4","385849280939950080","385849280939950080","386931476291256332","85","F","S","S","S","B","F","C","",""
"8h8rgm","36913","1","Asuka Utsunomiya","Gokujo. Gokurakuin Joshikou Ryou Monogatari","2","Thu, 26 May 2022 00:21:34 GMT","1653524494732","3","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"8h8rpj","36790","1","Olifio","Star Twinkle Precure","2","Wed, 25 May 2022 23:48:10 GMT","1653522490309","4","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","D","",""
"8h9j8t","36979","1","Code 001","DARLING in the FRANXX","0","Wed, 25 May 2022 22:52:05 GMT","1653519125230","9","","","","No","No","nice","","21","0","0","","385849280939950080","386931476291256332","4","F","S","S","F","F","F","D","",""
"8h9jl4","382","3","Sajuna Inui","My Dress-Up Darling","2","Wed, 25 May 2022 22:41:08 GMT","1653518468724","90","","","","No","No","fav","","565","0","2","385849280939950080","385849280939950080","386931476291256332","59","F","S","S","S","S","F","B","",""
"8h9jgn","27054","1","Yaana","So I'm a Spider, So What?","3","Wed, 25 May 2022 22:07:32 GMT","1653516452258","25","","","","No","No","burn","","1","0","3","385849280939950080","385849280939950080","386931476291256332","13","F","S","S","S","C","F","D","",""
"8h9j47","8628","3","Mystogan","Fairy Tail","2","Wed, 25 May 2022 21:29:32 GMT","1653514172951","47","","","","No","No","","","19","0","2","385849280939950080","385849280939950080","386931476291256332","23","F","S","S","S","F","F","D","",""
"8hpz6z","351","3","Meisai Tsuruga","Katanagatari","3","Wed, 25 May 2022 20:53:40 GMT","1653512020648","97","","","","No","No","","","1","0","3","385849280939950080","385849280939950080","386931476291256332","59","F","S","S","S","A","F","B","",""
"8hpzlw","13615","1","Akito Kanno","2.43: Seiin Koukou Danshi Volley-bu","4","Wed, 25 May 2022 19:30:08 GMT","1653507008495","37","","","","No","No","burn","","1","0","4","385849280939950080","385849280939950080","386931476291256332","20","F","S","S","S","S","F","D","",""
"8hnxwg","37022","1","Chloe","Pokémon Journeys: The Series","2","Wed, 25 May 2022 18:07:37 GMT","1653502057140","12","","","","No","No","burn","","7","0","2","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","A","F","D","",""
"8h5kd6","7201","1","Carpe Diem","Genshin Impact","1","Wed, 25 May 2022 15:43:11 GMT","1653493391652","17","","","","No","No","burn","","1","0","1","385849280939950080","385849280939950080","386931476291256332","8","F","S","S","S","A","F","D","",""
"8h5kg0","3778","3","Serila","Epic Seven","2","Wed, 25 May 2022 14:28:56 GMT","1653488936883","60","","","","No","No","oppai","","35","0","2","385849280939950080","385849280939950080","386931476291256332","35","F","S","S","S","S","F","D","",""
"8hmtc7","36876","1","Hinoe","Natsume's Book of Friends","1","Wed, 25 May 2022 11:39:39 GMT","1653478779817","2","","","","No","No","watchlist","","1","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","F","F","D","",""
"8hmtd4","36563","1","Gosaka","Samurai 7","4","Wed, 25 May 2022 10:43:16 GMT","1653475396488","3","","","","No","No","burn","","0","0","4","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"8qxcgm","623","4","Kate","Shadows House","2","Wed, 25 May 2022 09:14:52 GMT","1653470092438","69","","","","No","No","fav","","81","3","2","834430577766826044","834430577766826044","648031568756998155","41","F","S","F","F","A","B","C","",""
"8hmtg7","36652","1","Yukina Utsumi","Miyakawa-ke no Kuufuku","3","Wed, 25 May 2022 09:06:02 GMT","1653469562962","9","","","","No","No","burn","","0","0","3","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","D","",""
"8q92hh","36877","1","Hiyori Juujou","Katana Maidens: Toji no Miko","3","Tue, 24 May 2022 23:47:06 GMT","1653436026946","17","","","","No","No","burn","","1","0","3","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","B","F","D","",""
"8qptsf","36575","1","Ukyo","Amnesia","2","Tue, 24 May 2022 21:46:00 GMT","1653428760030","11","","","","No","No","burn","","20","0","2","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","A","F","D","",""
"8q15zq","34509","1","Kyouya Date","Tokimeki Restaurant MIRACLE6","1","Tue, 24 May 2022 21:11:50 GMT","1653426710602","2","","","","No","No","burn","","1","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"8q15bx","1060","2","Mira Dianus Artemina","Magi: The Kingdom of Magic","1","Tue, 24 May 2022 20:39:11 GMT","1653424751569","20","","","","No","No","kawaii","","1","0","1","385849280939950080","385849280939950080","386931476291256332","14","F","S","S","S","A","F","D","",""
"8q15wq","37084","1","Yuu","Gingahoumen-P: Ashita no Password","2","Tue, 24 May 2022 20:01:07 GMT","1653422467294","4","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","S","F","D","",""
"8q15hn","37178","1","Innkeeper","We Never Learn!","2","Tue, 24 May 2022 19:41:21 GMT","1653421281020","1","","","","No","No","burn","","0","0","2","529423986472517633","385849280939950080","386931476291256332","0","F","S","S","F","B","F","D","",""
"8q15q4","11495","1","Tolman","How a Realist Hero Rebuilt the Kingdom","0","Tue, 24 May 2022 19:28:58 GMT","1653420538351","1","","","","No","No","burn","","0","0","0","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","A","F","D","",""
"8q5z8c","3957","2","Minato","Tsukimichi: Moonlit Fantasy","1","Tue, 24 May 2022 18:52:11 GMT","1653418331174","13","","","","No","No","burn","","3","0","1","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","A","F","D","",""
"8q5zfm","8690","3","Azusa Mukami","Diabolik Lovers More, Blood","1","Tue, 24 May 2022 18:21:56 GMT","1653416516590","23","","","","No","No","burn","","23","0","1","385849280939950080","385849280939950080","386931476291256332","14","F","S","S","S","A","F","D","",""
"8q5znf","36988","1","Rentaro Taki","Meiji Tokyo Renka","3","Tue, 24 May 2022 16:48:32 GMT","1653410912648","17","","","","No","No","burn","","0","0","3","385849280939950080","385849280939950080","386931476291256332","8","F","S","S","S","B","F","D","",""
"8qh40v","35288","1","Saki Nanase","Crimson Girls: Chikan Shihai","1","Tue, 24 May 2022 15:38:55 GMT","1653406735016","7","","","","No","No","burn","","2","0","1","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","D","",""
"8qm8f1","21575","1","Catura","Granblue Fantasy","1","Tue, 24 May 2022 14:12:35 GMT","1653401555124","11","","","","No","No","burn","","6","0","1","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","B","F","D","",""
"8qm8nb","893","4","Kotoka Saionji","The iDOLM@STER: Cinderella Girls Second Series","1","Tue, 24 May 2022 12:38:21 GMT","1653395901287","29","","","","No","No","burn","","2","0","1","385849280939950080","385849280939950080","386931476291256332","16","F","S","S","S","B","F","C","",""
"80xmg8","36850","1","Sachiko Hasegawa","Pupa","1","Tue, 24 May 2022 11:27:18 GMT","1653391638805","2","","","","No","No","burn","","0","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"80xmjx","35286","1","Marlene Baumeister","The 8th son? Are you kidding me?","2","Tue, 24 May 2022 09:35:28 GMT","1653384928784","6","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","D","",""
"80xmkc","13071","2","Tsukasa Mizugaki","Plastic Memories","2","Tue, 24 May 2022 08:47:39 GMT","1653382059468","37","","","","No","No","","","12","0","2","385849280939950080","385849280939950080","386931476291256332","20","F","S","S","S","A","F","D","",""
"80n133","6712","2","Kai Nakamura","The aquatope on white sand","1","Mon, 23 May 2022 22:58:31 GMT","1653346711086","13","","","","No","No","watchlist","","2","0","1","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","A","F","D","",""
"80n1nx","36916","1","Rinji Kirino","Anyamaru Tantei Kiruminzuu","1","Mon, 23 May 2022 21:51:19 GMT","1653342679315","1","","","","No","No","burn","","1","0","1","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","A","F","D","",""
"80n15v","36719","1","Shuuin","Gunjou no Magmel","1","Mon, 23 May 2022 21:15:36 GMT","1653340536043","2","","","","No","No","burn","","1","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"80ktk6","36902","1","Sakuya Shimazu","Isuca: Gokuraku","2","Mon, 23 May 2022 20:34:34 GMT","1653338074565","6","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","F","F","D","",""
"80kt2h","36903","1","Haruma Nakakouji","STARMYU 2","1","Mon, 23 May 2022 20:02:46 GMT","1653336166094","1","","","","No","No","burn","","0","0","1","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","A","F","D","",""
"80ktvb","36656","1","Mitsuki Nase","Beyond the Boundary","2","Mon, 23 May 2022 19:25:35 GMT","1653333935720","23","","","","No","No","burn","","26","0","2","385849280939950080","385849280939950080","386931476291256332","14","F","S","S","S","A","F","D","",""
"80k86h","908","4","Neiru Aonuma","Wonder Egg Priority","2","Mon, 23 May 2022 18:51:33 GMT","1653331893157","84","","","","No","No","ft","","126","0","2","385849280939950080","385849280939950080","386931476291256332","50","F","S","S","S","S","F","C","",""
"80qp03","30974","1","Shuuji's Coworker B","Otona nya Koi no Shikata ga Wakaranee!","2","Mon, 23 May 2022 16:57:12 GMT","1653325032508","1","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","C","F","D","",""
"80q467","37127","1","Bariete","One Piece","2","Mon, 23 May 2022 16:21:26 GMT","1653322886696","12","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","A","F","D","",""
"8vcnml","27001","1","Laser-Class BETA","Muv-Luv Alternative","0","Mon, 23 May 2022 14:15:04 GMT","1653315304892","1","","","","No","No","burn","","1","0","0","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","A","F","D","",""
"8v7sd7","36328","1","Wife","The World Yamizukan","2","Mon, 23 May 2022 11:43:35 GMT","1653306215716","3","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"8v7stk","36430","1","Obsidian","Land of the Lustrous","2","Mon, 23 May 2022 11:07:55 GMT","1653304075738","11","","","","No","No","lustrous","","11","0","2","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","A","F","D","",""
"8vlv3q","19336","1","Ann","Elsword","2","Mon, 23 May 2022 10:25:41 GMT","1653301541380","6","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","D","",""
"8vlvzz","36416","1","Haruka Fujinobe","Interlude","3","Mon, 23 May 2022 09:38:47 GMT","1653298727656","5","","","","No","No","burn","","0","0","3","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"8vlvj3","36971","1","Masaki Uematsu","The Melancholy of Haruhi Suzumiya","0","Mon, 23 May 2022 08:53:10 GMT","1653295990720","1","","","","No","No","burn","","1","0","0","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","A","F","D","",""
"8vlvw7","36631","1","Rie Hayakawa","Astroganger","1","Mon, 23 May 2022 07:46:13 GMT","1653291973950","1","","","","No","No","","","0","0","1","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","C","F","D","",""
"8vb00d","36884","1","Nakaido Hirosuke","Ajimu: Kaigan Monogatari","1","Sun, 22 May 2022 22:52:25 GMT","1653259945539","1","","","","No","No","burn","","0","0","1","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","A","F","D","",""
"8vh6b3","29747","1","Dante Zogratis","Black Clover","4","Sun, 22 May 2022 21:38:53 GMT","1653255533734","130","","","","No","No","piwnica","","10","0","4","385849280939950080","385849280939950080","386931476291256332","73","F","S","S","S","A","F","D","",""
"8vh6w6","16864","2","Fiora","Fire Emblem: The Blazing Blade","0","Sun, 22 May 2022 21:05:47 GMT","1653253547741","7","","","","No","No","burn","","3","0","0","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","D","",""
"8vh6h1","36973","1","Salia","Mamotte! Lollipop","1","Sun, 22 May 2022 20:35:32 GMT","1653251732968","1","","","","No","No","burn","","0","0","1","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","B","F","D","",""
"8vh6vd","9306","2","Yumi Aiba","The iDOLM@STER: Cinderella Girls Theater (Web)","4","Sun, 22 May 2022 20:05:43 GMT","1653249943884","114","","","","No","No","","","1","0","4","236182912716767232","385849280939950080","386931476291256332","54","F","S","S","F","F","F","D","",""
"8vv2xx","976","4","Okita Souji","Fate/KOHA-ACE","2","Sun, 22 May 2022 19:20:11 GMT","1653247211659","85","","","","No","No","fav","","160","0","2","385849280939950080","385849280939950080","386931476291256332","50","F","S","S","S","A","F","C","",""
"lcdtz7","8618","3","Yuu Koito","Bloom Into You","2","Sun, 22 May 2022 19:09:34 GMT","1653246574863","68","","","","No","No","fav","","136","0","2","236182912716767232","236182912716767232","386931476291256332","33","F","S","F","F","A","F","D","",""
"8mxfh4","37034","1","Hideki","UFO Senshi Dai Apolon","1","Sun, 22 May 2022 17:07:24 GMT","1653239244889","1","","","","No","No","burn","","0","0","1","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","A","F","D","",""
"8mx9c3","36601","1","Serika","Wake Up, Girls!","2","Sun, 22 May 2022 16:19:33 GMT","1653236373232","4","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","S","F","D","",""
"8mtszl","8074","3","Hwang Dong-Su","Solo Leveling","0","Sun, 22 May 2022 15:23:54 GMT","1653233034233","10","","","","No","No","burn","","1","0","0","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","S","F","D","",""
"8mtsbz","36746","1","Madoka's Grandfather","A Bridge to the Starry Skies","2","Sun, 22 May 2022 14:35:25 GMT","1653230125457","1","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","B","F","D","",""
"8mfqv5","17137","2","Helper T Cell","Cells at Work!","3","Sun, 22 May 2022 12:34:19 GMT","1653222859371","44","","","","No","No","","","3","0","3","385849280939950080","385849280939950080","386931476291256332","24","F","S","S","S","B","F","D","",""
"8mf0ld","36691","1","Hans","After School Dice Club","3","Sun, 22 May 2022 10:23:23 GMT","1653215003552","6","","","","No","No","burn","","1","0","3","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","D","",""
"lcc1rg","36560","1","Yugiha","Noragami","2","Sat, 21 May 2022 20:42:30 GMT","1653165750631","6","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","D","",""
"lc84dc","36574","1","Mei S. Karin","Nekogami Yaoyorozu","4","Sat, 21 May 2022 15:28:37 GMT","1653146917704","13","","","","No","No","burn","","0","0","4","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","B","F","D","",""
"lcn3x7","36687","1","Red Yoshi","Super Mario World: Mario to Yoshi no Bouken Land","0","Sat, 21 May 2022 08:42:42 GMT","1653122562791","5","","","","No","No","burn","","5","0","0","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","D","",""
"lcmwhk","36625","1","Elvira Hill","Buddy Complex","2","Fri, 20 May 2022 23:43:04 GMT","1653090184608","4","","","","No","No","","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"lcm2x0","36821","1","Yoichi Tadokoro","DAKAICHI -I'm being harassed by the sexiest man of the year-","2","Fri, 20 May 2022 22:33:23 GMT","1653086003454","3","","","","No","No","","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"l6skdb","7931","3","Yu Ishigami","Kaguya-sama: Love Is War","4","Fri, 20 May 2022 20:48:10 GMT","1653079690794","342","","","","No","No","fav","","408","0","4","385849280939950080","385849280939950080","386931476291256332","190","F","S","S","S","A","F","D","",""
"l64xlb","11785","2","Hyouga","Dr. Stone","3","Fri, 20 May 2022 12:52:28 GMT","1653051148803","101","","","","No","No","burn","","16","0","3","385849280939950080","385849280939950080","386931476291256332","55","F","S","S","S","B","F","D","",""
"l6j6mc","383","1","Ashito Aoi","Ao Ashi","3","Fri, 20 May 2022 08:55:47 GMT","1653036947795","63","","","","No","No","burn","","84","0","3","385849280939950080","385849280939950080","386931476291256332","45","F","S","S","S","A","F","A","",""
"l6wc5n","36541","1","Seth Noel","The Ancient Magus' Bride","2","Fri, 20 May 2022 08:10:54 GMT","1653034254144","3","","","","No","No","fav","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"lxl63d","7329","3","Ryouji Ikegami","Slam Dunk","1","Thu, 19 May 2022 20:58:21 GMT","1652993901668","10","","","","No","No","burn","","1","0","1","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","S","F","D","",""
"lxl6b8","708","4","Chiyo Tsukidate","Strawberry Panic","3","Thu, 19 May 2022 19:32:21 GMT","1652988741752","103","","","","No","No","nice","","1","1","3","414864608696860685","414864608696860685","386931476291256332","60","F","S","F","F","A","D","B","",""
"lxg4f3","36604","1","Kiyomi","Hanada Shounen-shi","2","Thu, 19 May 2022 19:01:50 GMT","1652986910366","1","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","F","F","D","",""
"lxg4r5","36654","1","Laana","Haitai Nanafa 2","1","Thu, 19 May 2022 18:23:26 GMT","1652984606045","3","","","","No","No","burn","","0","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"lxpq0r","31206","1","Kikunosuke Fubuki","City Hunter","3","Thu, 19 May 2022 15:38:33 GMT","1652974713962","6","","","","No","No","burn","","0","0","3","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","D","",""
"lxp0ch","36666","1","Index","A Certain Scientific Railgun S","1","Thu, 19 May 2022 15:05:00 GMT","1652972700469","11","","","","No","No","fav","","18","0","1","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","A","F","D","",""
"lxnk99","36672","1","Fushimi","The Morose Mononokean","1","Thu, 19 May 2022 14:05:35 GMT","1652969135291","1","","","","No","No","burn","","1","0","1","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","B","F","D","",""
"lxnk4h","36519","1","Nyarle","Haiyoru! Nyaru-ani: Remember My Love (craft-sensei) Special","3","Thu, 19 May 2022 13:08:05 GMT","1652965685119","6","","","","No","No","burn","","0","0","3","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","D","",""
"lxqd3k","36484","1","Jeanne d'Arc","Hetalia: Axis Powers","1","Thu, 19 May 2022 09:34:24 GMT","1652952864480","4","","","","No","No","darc","","1","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","D","",""
"lxqdj4","36261","1","Kaoru Nishimi","Kids on the Slope","4","Thu, 19 May 2022 07:59:01 GMT","1652947141505","10","","","","No","No","burn","","2","0","4","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","A","F","D","",""
"lsclqc","36549","1","Seiji Yagashira","Holmes of Kyoto","3","Thu, 19 May 2022 06:18:58 GMT","1652941138566","2","","","","No","No","burn","","0","0","3","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","D","",""
"lsl9wp","13250","2","Kuki Urie","Tokyo Ghoul:re","3","Wed, 18 May 2022 23:46:32 GMT","1652917592820","96","","","","No","No","fav","","14","0","3","385849280939950080","385849280939950080","386931476291256332","51","F","S","S","S","A","F","D","",""
"lsg0hl","12860","2","Karnak","Marvel Future Avengers 2nd Season","3","Wed, 18 May 2022 21:26:11 GMT","1652909171573","39","","","","No","No","burn","","1","0","3","385849280939950080","385849280939950080","386931476291256332","21","F","S","S","S","B","F","D","",""
"lsg0vx","36425","1","Sanzo Hoshi","Time Bokan 24","3","Wed, 18 May 2022 20:54:09 GMT","1652907249808","2","","","","No","No","burn","","0","0","3","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","D","",""
"lsgvx5","16314","1","Kumiko","Ponyo on the Cliff by the Sea","1","Wed, 18 May 2022 20:01:03 GMT","1652904063718","5","","","","No","No","burn","","4","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"ls4347","16751","2","Zabuza Momochi","Naruto","4","Wed, 18 May 2022 17:58:34 GMT","1652896714021","264","","","","No","No","ft","","39","0","4","385849280939950080","385849280939950080","386931476291256332","145","F","S","S","S","A","F","D","",""
"lsjdb8","36418","1","Queen Beryl","Sailor Moon","1","Wed, 18 May 2022 17:12:30 GMT","1652893950074","6","","","","No","No","burn","","1","0","1","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","D","",""
"lsjdw9","36486","1","Lilietta","Otona no Bouguya-san","2","Wed, 18 May 2022 16:42:02 GMT","1652892122993","8","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","D","F","D","",""
"lskj89","36569","1","Rubi","DearS","1","Wed, 18 May 2022 14:27:30 GMT","1652884050066","3","","","","No","No","","","0","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"lsq9t2","36383","1","Takashi Youga","GATE","0","Wed, 18 May 2022 12:48:25 GMT","1652878105135","1","","","","No","No","nice","","0","0","0","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","B","F","D","",""
"lsq9fz","1028","4","Thoma","Genshin Impact","2","Wed, 18 May 2022 12:12:49 GMT","1652875969162","95","","","","No","No","ft","","869","0","2","385849280939950080","385849280939950080","386931476291256332","56","F","S","S","S","A","F","C","",""
"lsq91l","36331","1","Flora","Shining Hearts","2","Wed, 18 May 2022 10:44:50 GMT","1652870690324","4","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","D","",""
"ldcjsc","36425","1","Squala","Hunter x Hunter","1","Wed, 18 May 2022 10:08:04 GMT","1652868484042","6","","","","No","No","burn","","1","0","1","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","D","",""
"ld31bl","36437","1","Aria","Caligula","2","Tue, 17 May 2022 22:42:33 GMT","1652827353610","4","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","D","",""
"ldz6h3","7086","3","Shinichi Okazaki","Nana","0","Tue, 17 May 2022 21:43:32 GMT","1652823812157","12","","","","No","No","nice","","68","0","0","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","A","F","D","",""
"ldz6vb","36747","1","Kirara","Gintama","1","Tue, 17 May 2022 21:09:02 GMT","1652821742814","2","","","","No","No","burn","","0","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","D","",""
"ldzxxh","36458","1","Tomoe Mikagura","Tailenders","2","Tue, 17 May 2022 20:27:17 GMT","1652819237462","7","","","","No","No","burn","","2","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","D","",""
"ldj4dr","12705","2","No","Hiragana Danshi","3","Tue, 17 May 2022 18:38:38 GMT","1652812718846","43","","","","No","No","burn","","1","0","3","385849280939950080","385849280939950080","386931476291256332","24","F","S","S","S","A","F","D","",""
"ldj48q","36359","1","Sakie Satou","Interviews with Monster Girls","3","Tue, 17 May 2022 18:02:18 GMT","1652810538949","27","","","","No","No","fav","","10","0","3","385849280939950080","385849280939950080","386931476291256332","15","F","S","S","S","S","F","D","",""
