"code","number","edition","character","series","quality","obtainedDate","obtainedTimestamp","burnValue","dye.code","dye.name","frame","morphed","trimmed","tag","alias","wishlists","fights","dropQuality","dropper","grabber","guild","worker.effort","worker.style","worker.purity","worker.grabber","worker.dropper","worker.quickness","worker.toughness","worker.vanity","worker.recoveryDate","worker.recoveryTimestamp"
"12bq28","1121","3","Alexandroff Grigorovich","Plunderer","1","Sun, 19 Sep 2021 21:14:29 GMT","1632086069397","17","","","","No","No","nice","","4","0","1","385849280939950080","385849280939950080","386931476291256332","10","F","S","S","S","A","F","A","",""
"1hs2qz","8956","2","Kanon","Umineko: When They Cry","4","Sun, 19 Sep 2021 15:14:45 GMT","1632064485261","82","","","","No","No","","","1","0","4","385849280939950080","385849280939950080","386931476291256332","50","F","S","S","S","A","F","C","",""
"1hsh6l","258","3","Ilya","Princess Connect! Re: Dive","3","Sun, 19 Sep 2021 14:42:29 GMT","1632062549896","106","","","","No","No","nice","","19","0","3","","385849280939950080","386931476291256332","71","F","S","S","F","A","F","A","",""
"1hjf5j","8693","2","Witch","Goblin Slayer","2","Sun, 19 Sep 2021 11:23:07 GMT","1632050587777","42","","","","No","No","nice","","10","0","2","408004049162600449","408004049162600449","386931476291256332","25","F","S","F","F","B","F","B","",""
"1hfz9w","11653","1","All Might","My Hero Academia","4","Sun, 19 Sep 2021 11:16:22 GMT","1632050182184","347","","","","No","No","fav","","416","0","4","385849280939950080","385849280939950080","386931476291256332","198","F","S","S","S","A","F","D","",""
"1h3fxc","8665","2","Rei Kibutsuji","Demon Slayer: Kimetsu no Yaiba","4","Sun, 19 Sep 2021 09:02:00 GMT","1632042120527","235","","","","No","No","nice","","4","0","4","385849280939950080","385849280939950080","386931476291256332","148","F","S","S","S","A","F","B","",""
"1qrkch","11249","1","Naoka Ueno","A Silent Voice","0","Sat, 18 Sep 2021 15:52:54 GMT","1631980374922","10","","","","No","No","fav","","36","0","0","385849280939950080","236182912716767232","386931476291256332","5","F","S","F","S","F","F","D","",""
"1q5lsh","2329","1","Qin Shi Huang","Fate/Grand Order","4","Sat, 18 Sep 2021 11:04:04 GMT","1631963044355","111","","","","No","No","","","6","0","4","385849280939950080","385849280939950080","386931476291256332","70","F","S","S","S","A","F","B","",""
"1q271f","8897","2","Nasa Yuzaki","Tonikaku Kawaii","4","Sat, 18 Sep 2021 09:25:17 GMT","1631957117171","259","","","","No","No","watchlist","","83","0","4","385849280939950080","385849280939950080","386931476291256332","156","F","S","S","S","A","F","C","",""
"1qhpd3","20474","1","Kagekiyo Tairano","Big Order OVA","3","Sat, 18 Sep 2021 07:50:41 GMT","1631951441819","18","","","","No","No","oppai","","3","0","3","385849280939950080","385849280939950080","386931476291256332","14","F","S","S","S","S","F","C","",""
"1qqvdh","20340","1","Clemont","Pokémon XY","2","Sat, 18 Sep 2021 06:46:16 GMT","1631947576510","16","","","","No","No","fav","","5","0","2","385849280939950080","385849280939950080","386931476291256332","9","F","S","S","S","S","F","C","",""
"1qv8jc","20442","1","Misery-san","Soul Eater Not!","2","Sat, 18 Sep 2021 06:10:32 GMT","1631945432330","5","","","","No","No","nice","","1","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","C","",""
"1042vf","4949","2","Alice","The Ancient Magus' Bride","3","Fri, 17 Sep 2021 20:11:50 GMT","1631909510142","51","","","","No","No","fav","","4","0","3","385849280939950080","385849280939950080","386931476291256332","33","F","S","S","S","A","F","B","",""
"10b74z","18502","1","Great Rabbit","Re:ZERO -Starting Life in Another World- Season 2","3","Fri, 17 Sep 2021 17:20:03 GMT","1631899203374","53","","","","No","No","","","6","0","3","385849280939950080","385849280939950080","386931476291256332","31","F","S","S","S","A","F","C","",""
"105h7m","20278","1","Shuu Igarashi","Love and Lies","2","Fri, 17 Sep 2021 16:49:49 GMT","1631897389258","14","","","","No","No","","","3","0","2","385849280939950080","385849280939950080","386931476291256332","9","F","S","S","S","A","F","C","",""
"102nxw","691","3","Hayu Nukui","Dropout Idol Fruit Tart","3","Fri, 17 Sep 2021 15:20:34 GMT","1631892034959","69","","","","No","No","nice","","3","0","3","385849280939950080","385849280939950080","386931476291256332","48","F","S","S","S","S","F","A","",""
"1005w3","2164","2","Pai Chan","Virtua Fighter","2","Fri, 17 Sep 2021 14:09:45 GMT","1631887785392","24","","","","No","No","kawaii","","1","0","2","385849280939950080","385849280939950080","386931476291256332","16","F","S","S","S","A","F","A","",""
"1005q0","5900","2","Gally","Battle Angel Alita","0","Fri, 17 Sep 2021 13:40:11 GMT","1631886011302","8","","","","No","No","watchlist","","30","0","0","746984961772617729","385849280939950080","386931476291256332","5","F","S","S","F","F","F","B","",""
"1005v1","2878","2","Caesar","Girls und Panzer","2","Fri, 17 Sep 2021 13:30:07 GMT","1631885407235","24","","","","No","No","loli","","2","0","2","385849280939950080","385849280939950080","386931476291256332","16","F","S","S","S","S","F","A","",""
"1vdbkz","20072","1","Rain","Rainy Cocoa","1","Fri, 17 Sep 2021 09:13:56 GMT","1631870036037","3","","","","No","No","","","1","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","C","F","C","",""
"1vttv6","16817","1","Mega Garchomp","Pokémon XY: Mega Evolution","2","Fri, 17 Sep 2021 08:12:51 GMT","1631866371476","26","","","","No","No","pokemon","","11","0","2","385849280939950080","385849280939950080","386931476291256332","18","F","S","S","S","A","F","C","",""
"1vt8c4","20035","1","Kobushi Kuroi","Tokyo ESP","2","Fri, 17 Sep 2021 08:12:03 GMT","1631866323710","5","","","","No","No","watchlist","","2","0","2","408004049162600449","408004049162600449","386931476291256332","1","F","S","F","F","A","F","C","",""
"1v8v8f","10289","1","Rokari Migurdia","Mushoku Tensei: Jobless Reincarnation","4","Fri, 17 Sep 2021 07:14:29 GMT","1631862869407","107","","","","No","No","nice","","9","0","4","385849280939950080","385849280939950080","386931476291256332","69","F","S","S","S","A","F","B","",""
"1vwnz6","20205","1","Kaori Tanaka","Shiki","0","Thu, 16 Sep 2021 22:04:16 GMT","1631829856876","1","","","","No","No","","","0","0","0","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","A","F","C","",""
"1vv050","8467","2","Mitsuri Kanroji","Demon Slayer: Kimetsu no Yaiba","2","Thu, 16 Sep 2021 18:49:54 GMT","1631818194456","97","","","","No","No","ft","","2475","0","2","385849280939950080","385849280939950080","386931476291256332","50","F","S","S","S","F","F","C","",""
"1mx3jh","8569","2","Sebastian Michaelis","Black Butler","4","Thu, 16 Sep 2021 17:48:06 GMT","1631814486756","358","$vjggc","Untamed Red","crow","Yes","No","ft","","639","0","4","","385849280939950080","386931476291256332","308","B","S","S","F","A","F","C","Tue, 12 Apr 2022 23:04:15 GMT","1649804655936"
"1m8hpn","9093","1","Shinjurou Rengoku","Demon Slayer: Kimetsu no Yaiba the Movie: Mugen Train","0","Thu, 16 Sep 2021 14:24:10 GMT","1631802250252","14","","","","No","No","nice","","40","0","0","385849280939950080","385849280939950080","386931476291256332","9","F","S","S","S","B","F","B","",""
"1mfr6r","9169","2","Kotone Fujisaki","Keijo!!!!!!!!","1","Thu, 16 Sep 2021 13:34:36 GMT","1631799276915","16","","","","No","No","keijo","","6","0","1","385849280939950080","385849280939950080","386931476291256332","9","F","S","S","S","A","F","C","",""
"1mb5cd","19923","1","Meifa Pu-Zi","Cowboy Bebop","4","Thu, 16 Sep 2021 06:51:09 GMT","1631775069958","25","","","","No","No","","","1","0","4","385849280939950080","385849280939950080","386931476291256332","14","F","S","S","S","C","F","C","",""
"ncf21w","570","3","Shizune","Naruto","3","Wed, 15 Sep 2021 19:44:37 GMT","1631735077289","153","","","","No","No","oppai","","12","0","3","385849280939950080","385849280939950080","386931476291256332","106","F","S","S","S","S","F","A","",""
"nc20qk","18370","1","Akari","Shachou, Battle no Jikan Desu!","1","Wed, 15 Sep 2021 10:57:11 GMT","1631703431922","4","","","","No","No","kawaii","","1","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","C","",""
"n6wxm7","8376","2","Shouto Todoroki","My Hero Academia","2","Tue, 14 Sep 2021 18:04:13 GMT","1631642653989","96","","","","No","No","fav","","2906","0","2","385849280939950080","385849280939950080","386931476291256332","56","F","S","S","S","S","F","C","",""
"n6h62n","20123","1","Nao Kiriyama","Takunomi.","2","Tue, 14 Sep 2021 17:13:30 GMT","1631639610103","7","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","C","",""
"n6vbs6","19655","1","Nutcracker","Tokyo Ghoul:re","1","Tue, 14 Sep 2021 15:06:43 GMT","1631632003952","11","","","","No","No","tk","","4","0","1","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","C","F","C","",""
"nxvxdh","7406","2","Primal Kyogre","Pokémon XY","1","Mon, 13 Sep 2021 20:40:31 GMT","1631565631070","24","","","","No","No","pokemon","","16","0","1","385849280939950080","385849280939950080","386931476291256332","16","F","S","S","S","A","F","B","",""
"ns6v7m","2652","2","Aki","Girls und Panzer der Film","4","Mon, 13 Sep 2021 19:26:28 GMT","1631561188714","99","","","","No","No","","","1","0","4","385849280939950080","385849280939950080","386931476291256332","66","F","S","S","S","A","F","B","",""
"ns6vfr","19847","1","Goldy","Lucky Star","2","Mon, 13 Sep 2021 18:55:56 GMT","1631559356590","7","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","C","",""
"nssh4k","962","3","Frenda Seivelun","A Certain Scientific Railgun S","2","Mon, 13 Sep 2021 17:24:47 GMT","1631553887473","43","","","","No","No","fav","","9","0","2","385849280939950080","385849280939950080","386931476291256332","30","F","S","S","S","A","F","A","",""
"nslwf4","8808","2","Haruno Yukinoshita","My Teen Romantic Comedy SNAFU TOO!","3","Mon, 13 Sep 2021 15:30:24 GMT","1631547024284","97","","","","No","No","piwnica","","22","0","3","385849280939950080","385849280939950080","386931476291256332","59","F","S","S","S","S","F","B","",""
"nsp0fj","8065","2","Angelica Burley","The Ancient Magus' Bride: Those Awaiting a Star","4","Mon, 13 Sep 2021 11:59:24 GMT","1631534364650","89","$qnkt5","Vegetarian","carvedstone","Yes","No","fav","","4","0","2","385849280939950080","385849280939950080","386931476291256332","74","B","B","S","S","A","F","C","",""
"nsp0rl","7030","2","Kohachi Inugami","Kemono Jihen","1","Mon, 13 Sep 2021 11:29:05 GMT","1631532545750","18","","","","No","No","nice","","12","0","1","385849280939950080","385849280939950080","386931476291256332","14","F","S","S","S","S","F","C","",""
"nsn6xd","1725","2","Meg","Granblue Fantasy","2","Mon, 13 Sep 2021 08:49:50 GMT","1631522990584","31","","","","No","No","kawaii","","5","0","2","385849280939950080","385849280939950080","386931476291256332","23","F","S","S","S","S","F","A","",""
"ndth0t","20059","1","Bishop","Sirius the Jaeger","2","Sun, 12 Sep 2021 21:51:19 GMT","1631483479496","4","","","","No","No","nice","","1","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","S","F","C","",""
"ndl90z","19839","1","Iron Maiden Jeanne","Shaman King","2","Sun, 12 Sep 2021 21:20:05 GMT","1631481605537","6","","","","No","No","darc","","1","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","C","",""
"nf24b2","2960","2","John","Shadows House","2","Sun, 12 Sep 2021 20:09:32 GMT","1631477372421","30","","","","No","No","fav","","16","0","2","767496391081066497","767496391081066497","386931476291256332","19","F","S","F","F","A","F","A","",""
"ndrvwq","20064","1","Capybara","Kemono Friends","3","Sun, 12 Sep 2021 18:08:19 GMT","1631470099496","18","","","","No","No","watchlist","","7","0","3","","385849280939950080","386931476291256332","11","F","S","S","F","D","F","C","",""
"n7c3zj","20115","1","Meili","Re:ZERO -Starting Life in Another World-","2","Sun, 12 Sep 2021 08:10:53 GMT","1631434253604","17","","","","No","No","loli","","2","0","2","385849280939950080","385849280939950080","386931476291256332","9","F","S","S","S","A","F","C","",""
"n7103q","8663","2","Kanan Matsuura","Love Live! Sunshine!!","0","Sat, 11 Sep 2021 21:50:53 GMT","1631397053468","11","","","","No","No","araara","","40","0","0","385849280939950080","385849280939950080","386931476291256332","8","F","S","S","S","A","F","C","",""
"n7104w","19915","1","Talho Yuuki","Eureka Seven","2","Sat, 11 Sep 2021 21:20:31 GMT","1631395231351","7","","","","No","No","oppai","","3","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","S","F","C","",""
"n7jw3k","15000","1","Gekota","A Certain Scientific Railgun","3","Sat, 11 Sep 2021 20:49:32 GMT","1631393372043","29","","","","No","No","fav","","7","0","3","","385849280939950080","386931476291256332","16","F","S","S","F","A","F","C","",""
"n75q4w","8199","2","Winter Schnee","RWBY","1","Sat, 11 Sep 2021 19:47:09 GMT","1631389629522","18","","","","No","No","fav","","7","0","1","","385849280939950080","386931476291256332","13","F","S","S","F","S","F","C","",""
"n7wj3x","7528","2","Mallow","Pokémon Sun & Moon","3","Sat, 11 Sep 2021 18:47:56 GMT","1631386076508","80","","","","No","No","fav","","10","0","3","342726406557532172","385849280939950080","386931476291256332","44","F","S","S","F","F","F","B","",""
"n7wjr1","1636","2","Elsam","Granblue Fantasy","2","Sat, 11 Sep 2021 18:34:24 GMT","1631385264105","25","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","16","F","S","S","S","A","F","A","",""
"ntdmwf","19828","1","Lucy's Mother","Servant x Service","1","Sat, 11 Sep 2021 12:56:49 GMT","1631365009515","2","","","","No","No","","","0","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","C","",""
"nt2h74","19868","1","Belinda Percy","Bodacious Space Pirates","0","Fri, 10 Sep 2021 23:34:12 GMT","1631316852086","1","","","","No","No","","","0","0","0","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","A","F","C","",""
"n85lkl","19642","1","Ayaka Uehara","How Heavy Are the Dumbbells You Lift?","0","Fri, 10 Sep 2021 07:20:06 GMT","1631258406086","3","","","","No","No","kawaii","","2","0","0","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","C","",""
"n9fj5d","9661","1","Ultimate Madoka","Puella Magi Madoka Magica","2","Wed, 08 Sep 2021 08:30:58 GMT","1631089858283","23","","","","No","No","watchlist","","23","0","2","385849280939950080","385849280939950080","386931476291256332","16","F","S","S","S","A","F","B","",""
"n9067z","1749","1","Daleth","The Duke of Death and His Maid","3","Tue, 07 Sep 2021 22:30:23 GMT","1631053823738","19","","","","No","No","watchlist","","2","0","3","385849280939950080","385849280939950080","386931476291256332","14","F","S","S","S","D","F","A","",""
"ngcnr1","7825","2","Shigure Minazuki","NEKOPARA","3","Tue, 07 Sep 2021 20:38:36 GMT","1631047116865","73","","","","No","No","nice","","17","0","3","385849280939950080","385849280939950080","386931476291256332","45","F","S","S","S","A","F","B","",""
"ngxf1l","19377","1","Lily Earhart","The Price of Smiles","4","Tue, 07 Sep 2021 19:38:15 GMT","1631043495287","28","","","","No","No","","","0","0","4","385849280939950080","385849280939950080","386931476291256332","16","F","S","S","S","A","F","C","",""
"ng7v9q","2298","2","Bernadette","Edens Zero","2","Tue, 07 Sep 2021 17:09:25 GMT","1631034565488","28","","","","No","No","oppai","","1","0","2","385849280939950080","385849280939950080","386931476291256332","19","F","S","S","S","A","F","A","",""
"ng8j11","18744","1","Glynda Goodwitch","RWBY","1","Tue, 07 Sep 2021 16:38:34 GMT","1631032714176","7","","","","No","No","fav","","3","0","1","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","C","",""
"ng3p83","19249","1","Vritra","High School DxD Hero","1","Tue, 07 Sep 2021 14:09:19 GMT","1631023759369","5","","","","No","No","","","1","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","C","",""
"n3mlpd","19399","1","Apprentice Cleric","Goblin Slayer","0","Tue, 07 Sep 2021 12:14:49 GMT","1631016889880","3","","","","No","No","fav","","2","0","0","236182912716767232","236182912716767232","386931476291256332","1","F","S","F","F","A","F","C","",""
"ng438q","11259","1","Kokoro","DARLING in the FRANXX","1","Tue, 07 Sep 2021 12:10:49 GMT","1631016649706","27","","","","No","No","nice","","40","0","1","236182912716767232","385849280939950080","386931476291256332","15","F","S","S","F","S","F","D","",""
"ng43f9","19552","1","Aomi Yanagisako","A Certain Scientific Railgun S","4","Tue, 07 Sep 2021 12:01:58 GMT","1631016118343","21","","","","No","No","nice","","1","0","4","385849280939950080","385849280939950080","386931476291256332","14","F","S","S","S","B","F","C","",""
"ngn4nl","19350","1","Ash's Charmander","Pokémon","2","Tue, 07 Sep 2021 10:01:29 GMT","1631008889402","40","","","","No","No","pokemon","","4","0","2","385849280939950080","385849280939950080","386931476291256332","24","F","S","S","S","C","F","C","",""
"ngbtzf","8043","2","Yui Kotegawa","To Love Ru","3","Tue, 07 Sep 2021 08:21:52 GMT","1631002912925","105","","","","No","No","nice","","38","0","3","385849280939950080","385849280939950080","386931476291256332","64","F","S","S","S","S","F","C","",""
"ngbtn3","19563","1","Tamara","Sirius the Jaeger","1","Tue, 07 Sep 2021 07:56:45 GMT","1631001405745","5","","","","No","No","nice","","1","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","C","",""
"n3lc30","19279","1","Spriggan","The Ancient Magus' Bride","3","Mon, 06 Sep 2021 22:30:00 GMT","1630967400597","8","","","","No","No","nice","","1","0","3","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","C","",""
"n346gj","597","3","Elise Angel","Assassins Pride","3","Mon, 06 Sep 2021 18:21:38 GMT","1630952498320","94","","","","No","No","kawaii","","8","0","3","385849280939950080","385849280939950080","386931476291256332","64","F","S","S","S","A","F","A","",""
"n3ng2j","19525","1","Kako","Kantai Collection: Kan Colle Movie","3","Mon, 06 Sep 2021 16:40:10 GMT","1630946410275","27","","","","No","No","kawaii","","1","0","3","385849280939950080","385849280939950080","386931476291256332","16","F","S","S","S","A","F","C","",""
"n32n17","8328","2","Maka Albarn","Soul Eater","2","Mon, 06 Sep 2021 12:47:59 GMT","1630932479269","83","","","","No","No","fav","","306","0","2","385849280939950080","385849280939950080","386931476291256332","48","F","S","S","S","C","F","C","",""
"n3qd99","7995","1","Stone Mask","JoJo's Bizarre Adventure","0","Mon, 06 Sep 2021 11:50:31 GMT","1630929031746","12","","","","No","No","meme","","15","0","0","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","A","F","D","",""
"n30jz5","7679","2","Greil","Fire Emblem: Path of Radiance","2","Mon, 06 Sep 2021 11:20:24 GMT","1630927224778","19","","","","No","No","","","2","0","2","385849280939950080","385849280939950080","386931476291256332","14","F","S","S","S","B","F","B","",""
"n30jjg","18266","1","Klimton Nicchini","Gundam Reconguista in G","3","Mon, 06 Sep 2021 10:50:03 GMT","1630925403453","7","","","","No","No","","","0","0","3","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","C","",""
"nrjl5w","7617","2","Tsumiki Miniwa","Place to Place","0","Sun, 05 Sep 2021 21:54:46 GMT","1630878886937","13","","","","No","No","","","82","0","0","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","B","F","C","",""
"nrkkqd","8304","2","Yoosung Kim","Mystic Messenger","3","Sun, 05 Sep 2021 20:14:09 GMT","1630872849770","150","","","","No","No","","","188","0","3","385849280939950080","385849280939950080","386931476291256332","88","F","S","S","S","B","F","C","",""
"nrkwc6","18950","1","Stunkette","Ishuzoku Reviewers","2","Sun, 05 Sep 2021 19:43:57 GMT","1630871037092","18","","","","No","No","","","4","0","2","385849280939950080","385849280939950080","386931476291256332","14","F","S","S","S","B","F","C","",""
"nrqpjk","13285","1","Ilynav","Epic Seven","1","Sun, 05 Sep 2021 18:28:18 GMT","1630866498455","10","","","","No","No","oppai","","8","0","1","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","B","F","C","",""
"nrqpw9","19333","1","Great Red","High School DxD BorN","2","Sun, 05 Sep 2021 17:57:39 GMT","1630864659389","14","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","8","F","S","S","S","B","F","C","",""
"np7mb8","19472","1","Hibiki","Kantai Collection: Kan Colle","1","Sun, 05 Sep 2021 12:24:45 GMT","1630844685342","9","","","","No","No","","","8","0","1","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","C","",""
"np9jbc","1373","1","Kana Sukoya","Nijisanji","2","Sun, 05 Sep 2021 08:55:06 GMT","1630832106368","35","","","","No","No","","","15","0","2","385849280939950080","385849280939950080","386931476291256332","24","F","S","S","S","A","F","B","",""
"np09d1","4378","1","Fortuna","Re:ZERO -Starting Life in Another World- Season 2","0","Sat, 04 Sep 2021 22:18:48 GMT","1630793928332","10","","","","No","No","","","9","0","0","385849280939950080","385849280939950080","386931476291256332","8","F","S","S","S","A","F","B","",""
"npmt52","19496","1","Fumika Mitarai","The Qwaser of Stigmata","1","Sat, 04 Sep 2021 21:41:38 GMT","1630791698840","2","","","","No","No","","","0","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","C","",""
"n4cqmt","19288","1","Pisces Aphrodite","Saint Seiya: Knights of the Zodiac","2","Sat, 04 Sep 2021 20:27:44 GMT","1630787264810","8","","","","No","No","","","5","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","C","",""
"n4x4mw","7772","2","Kanata Kira","Aikatsu Stars!","0","Sat, 04 Sep 2021 19:57:29 GMT","1630785449209","4","","","","No","No","","","1","0","0","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","C","F","B","",""
"n4dpc5","540","3","Lysithea von Ordelia","Fire Emblem: Three Houses","2","Sat, 04 Sep 2021 18:57:10 GMT","1630781830306","56","","","","No","No","","","55","0","2","","385849280939950080","386931476291256332","34","F","S","S","F","F","F","A","",""
"n4dpcq","19368","1","Tagitsuhime","Katana Maidens: Toji no Miko","4","Sat, 04 Sep 2021 18:56:33 GMT","1630781793184","23","","","","No","No","","","0","0","4","385849280939950080","385849280939950080","386931476291256332","15","F","S","S","S","A","F","C","",""
"n4806n","19397","1","Kagetora Aida","Kuroko's Basketball","2","Sat, 04 Sep 2021 16:28:41 GMT","1630772921469","7","","","","No","No","nice","","1","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","D","F","C","",""
"n437p5","8178","2","Zombie Dragon","The Rising of the Shield Hero","2","Sat, 04 Sep 2021 14:02:08 GMT","1630764128260","25","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","16","F","S","S","S","A","F","B","",""
"n453wj","3625","2","Rika Saionji","Yamada-kun and the Seven Witches","2","Sat, 04 Sep 2021 07:21:38 GMT","1630740098862","31","","","","No","No","7witches","","3","0","2","385849280939950080","385849280939950080","386931476291256332","21","F","S","S","S","A","F","B","",""
"nzt4lz","19438","1","Hanako Hino","Shounen Maid","0","Fri, 03 Sep 2021 21:52:39 GMT","1630705959712","1","","","","No","No","","","0","0","0","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","B","F","C","",""
"nzbkt8","19403","1","Mrs. Ikeyama","Kuuchuu Buranko","1","Fri, 03 Sep 2021 14:41:19 GMT","1630680079637","1","","","","No","No","","","0","0","1","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","C","F","C","",""
"nzbkgl","3900","1","Oceanus","Granblue Fantasy","1","Fri, 03 Sep 2021 14:04:04 GMT","1630677844520","7","","","","No","No","kawaii","","1","0","1","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","S","F","A","",""
"nzkzmv","18981","1","Sako Rk95","Upotte!!","2","Fri, 03 Sep 2021 13:14:15 GMT","1630674855297","6","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","C","",""
"nzqrp2","19483","1","Lyra","Fullmetal Alchemist","4","Fri, 03 Sep 2021 10:02:43 GMT","1630663363365","48","","","","No","No","","","1","0","4","385849280939950080","385849280939950080","386931476291256332","29","F","S","S","S","A","F","C","",""
"n16fwp","19331","1","Nishijima","Shirogane no Ishi Argevollen","4","Fri, 03 Sep 2021 07:18:08 GMT","1630653488633","6","","","","No","No","","","0","0","4","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","C","",""
"n1rb96","19113","1","Tokiya Kagayaki","Asura Cryin' 2","2","Thu, 02 Sep 2021 23:32:42 GMT","1630625562257","2","","","","No","No","","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","C","",""
"n1217t","18870","1","Koyori Toudou","A Bridge to the Starry Skies","0","Thu, 02 Sep 2021 17:35:55 GMT","1630604155712","1","","","","No","No","","","1","0","0","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","C","F","C","",""
"n5qpnc","3934","2","Sypha Belnades","Castlevania","1","Thu, 02 Sep 2021 17:04:55 GMT","1630602295222","25","","","","No","No","nice","","94","0","1","","236182912716767232","386931476291256332","14","F","S","F","F","A","F","B","",""
"nn66h0","4140","1","Lively Sausage","Heaven's Design Team","3","Thu, 02 Sep 2021 13:55:49 GMT","1630590949354","62","","","","No","No","meme","","38","0","3","385849280939950080","385849280939950080","386931476291256332","40","F","S","S","S","B","F","B","",""
"nnd620","4923","2","Adam","Neon Genesis Evangelion","1","Thu, 02 Sep 2021 12:11:34 GMT","1630584694742","17","","","","No","No","nice","","18","0","1","385849280939950080","385849280939950080","386931476291256332","9","F","S","S","S","B","F","B","",""
"nn744s","18961","1","Ajitaro","My Bride Is a Mermaid","2","Thu, 02 Sep 2021 10:33:47 GMT","1630578827420","2","","","","No","No","meme","","1","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","C","F","C","",""
"nnl47w","19170","1","Misaka 8912","A Certain Scientific Railgun S","1","Thu, 02 Sep 2021 08:32:58 GMT","1630571578563","7","","","","No","No","misaka","","2","0","1","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","C","",""
"nn0tnk","7434","1","G.I. Ring","Hunter x Hunter (2011)","2","Wed, 01 Sep 2021 20:50:51 GMT","1630529451701","23","","","","No","No","meme","","1","0","2","385849280939950080","385849280939950080","386931476291256332","16","F","S","S","S","A","F","B","",""
"nj6c6q","89","3","Kaname Sudou","Darwin's Game","1","Wed, 01 Sep 2021 19:17:02 GMT","1630523822780","20","","","","No","No","nice","","22","0","1","385849280939950080","385849280939950080","386931476291256332","15","F","S","S","S","A","F","A","",""
"nj6c7d","19363","1","Principal","Demon Hunter Makaryuudo","2","Wed, 01 Sep 2021 18:46:57 GMT","1630522017183","2","","","","No","No","","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","C","",""
"njxh0w","7858","2","Ais Wallenstein","Is It Wrong to Try to Pick Up Girls in a Dungeon?","2","Wed, 01 Sep 2021 17:49:06 GMT","1630518546045","81","","","","No","No","","","233","0","2","385849280939950080","385849280939950080","386931476291256332","46","F","S","S","S","B","F","C","",""
"njld59","10795","1","Ichigo Hoshimiya","Aikatsu!","2","Wed, 01 Sep 2021 15:19:43 GMT","1630509583193","14","","","","No","No","kawaii","","25","0","2","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","F","F","D","",""
"njrcpn","19115","1","Toshifumi Sakakibara","King's Game","3","Wed, 01 Sep 2021 12:38:25 GMT","1630499905775","3","","","","No","No","","","0","0","3","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","C","",""
"njn8xn","7754","2","Muzan Kibutsuji","Demon Slayer: Kimetsu no Yaiba","3","Wed, 01 Sep 2021 08:48:34 GMT","1630486114723","188","","","","No","No","","","541","0","3","385849280939950080","385849280939950080","386931476291256332","115","F","S","S","S","S","F","C","",""
