"code","number","edition","character","series","quality","obtainedDate","obtainedTimestamp","burnValue","dye.code","dye.name","frame","morphed","trimmed","tag","alias","wishlists","fights","dropQuality","dropper","grabber","guild","worker.effort","worker.style","worker.purity","worker.grabber","worker.dropper","worker.quickness","worker.toughness","worker.vanity","worker.recoveryDate","worker.recoveryTimestamp"
"r9csnk","15782","1","Jack","Beastars","3","Tue, 04 Jan 2022 10:18:59 GMT","1641291539772","53","","","","No","No","burn","","36","0","3","385849280939950080","385849280939950080","386931476291256332","29","F","S","S","S","B","F","D","",""
"r9csk2","5000","2","Wu Zetian","Fate/Grand Order","3","Tue, 04 Jan 2022 09:46:26 GMT","1641289586188","81","","","","No","No","burn","","3","0","3","385849280939950080","385849280939950080","386931476291256332","49","F","S","S","S","S","F","C","",""
"r9csq8","27550","1","Yutaka Imai","A-Channel","1","Tue, 04 Jan 2022 09:16:11 GMT","1641287771123","1","","","","No","No","burn","","0","0","1","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","D","F","D","",""
"r9pft1","3344","3","Marie Antoinette","Fate/Grand Order","2","Mon, 03 Jan 2022 23:19:25 GMT","1641251965546","52","","","","No","No","nice","","5","1","2","","385849280939950080","386931476291256332","30","F","S","S","F","B","D","C","",""
"r9pflf","27728","1","Ken","The Ones Within","4","Mon, 03 Jan 2022 23:04:15 GMT","1641251055045","24","","","","No","No","burn","","1","0","4","385849280939950080","385849280939950080","386931476291256332","15","F","S","S","S","A","F","D","",""
"r9125z","27558","1","Demikas","Log Horizon","2","Mon, 03 Jan 2022 22:31:24 GMT","1641249084449","5","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","D","",""
"r9122c","3249","3","Enri Emmot","Overlord","1","Mon, 03 Jan 2022 21:58:27 GMT","1641247107549","20","","","","No","No","burn","","3","0","1","385849280939950080","385849280939950080","386931476291256332","14","F","S","S","S","S","F","C","",""
"r91h6v","4179","3","Ippatsu","Granblue Fantasy","2","Mon, 03 Jan 2022 20:26:02 GMT","1641241562583","29","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","16","F","S","S","S","B","F","C","",""
"r9bvs1","4853","3","Albedo","Genshin Impact","4","Mon, 03 Jan 2022 19:45:15 GMT","1641239115290","381","","","","No","No","fav","","1284","0","3","236184987299217408","236184987299217408","386931476291256332","188","F","A","F","F","B","F","C","",""
"r9bvsx","27664","1","Tetsunosuke Ichimura","Peace Maker Kurogane","2","Mon, 03 Jan 2022 19:41:57 GMT","1641238917383","2","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","D","",""
"r9bvtq","27778","1","Panther Chameleon","Kemono Friends","2","Mon, 03 Jan 2022 19:08:03 GMT","1641236883992","6","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","D","",""
"r9w5d5","1696","1","Momotani Mashiro","Baku Ane 2: Otouto Ippai Shibocchau zo!","2","Mon, 03 Jan 2022 18:00:58 GMT","1641232858531","40","","","","No","No","oppai","","54","0","2","385849280939950080","385849280939950080","386931476291256332","25","F","S","S","S","A","F","C","",""
"r9w5lg","4226","3","Ikkaku Madarame","Bleach","3","Mon, 03 Jan 2022 17:28:49 GMT","1641230929076","108","","","","No","No","piwnica","","9","0","3","385849280939950080","385849280939950080","386931476291256332","66","F","S","S","S","A","F","C","",""
"r9w53p","28185","1","Allan","Sailor Moon","2","Mon, 03 Jan 2022 16:54:51 GMT","1641228891836","6","","","","No","No","watchlist","","2","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","D","",""
"r9qqqs","27930","1","Tracey Sketchit","Pokémon","0","Mon, 03 Jan 2022 15:23:57 GMT","1641223437621","2","","","","No","No","burn","","1","0","0","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"r9m46n","27816","1","Ushimitsu","The Disastrous Life of Saiki K. 2nd Season","2","Mon, 03 Jan 2022 13:24:15 GMT","1641216255652","7","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","D","",""
"rgxlvw","13726","2","Lee Geun-Tae","Yona of the Dawn","0","Mon, 03 Jan 2022 11:49:42 GMT","1641210582401","6","","","","No","No","burn","","3","0","0","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","D","",""
"rgb3p3","27721","1","Sasana Shousouin","Nekogami Yaoyorozu","2","Sun, 02 Jan 2022 22:51:07 GMT","1641163867400","6","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","D","",""
"rgb3ns","20979","1","Pepero","The Hidden Dungeon Only I Can Enter","2","Sun, 02 Jan 2022 22:14:34 GMT","1641161674296","2","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","D","",""
"rgb3kc","27707","1","Scar's Master","Fullmetal Alchemist","2","Sun, 02 Jan 2022 21:36:11 GMT","1641159371255","7","","","","No","No","alchem","","0","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","C","F","D","",""
"rgwd8j","27682","1","Yuzuha Kise","Action Heroine Cheer Fruits","2","Sun, 02 Jan 2022 20:49:16 GMT","1641156556662","3","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"rgwd1x","27615","1","Komaki Asagiri","Kujibiki Unbalance OVA","3","Sun, 02 Jan 2022 19:30:11 GMT","1641151811352","8","","","","No","No","burn","","0","0","3","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","D","",""
"rgq9g6","4699","3","Ricky","Shadows House","3","Sun, 02 Jan 2022 18:32:16 GMT","1641148336576","66","","","","No","No","fav","","5","0","3","236184987299217408","236184987299217408","386931476291256332","36","F","S","F","F","A","F","C","",""
"rgq9gw","11411","2","Sistine Fibel","Akashic Records of Bastard Magic Instructor","2","Sun, 02 Jan 2022 18:13:27 GMT","1641147207856","68","","","","No","No","watchlist","","146","0","2","385849280939950080","385849280939950080","386931476291256332","39","F","S","S","S","A","F","D","",""
"rgmsfv","27429","1","Yu Sonoda","Sakura Trick","4","Sun, 02 Jan 2022 16:54:53 GMT","1641142493819","45","","","","No","No","burn","","10","0","4","385849280939950080","385849280939950080","386931476291256332","25","F","S","S","S","A","F","D","",""
"rgmsjs","27693","1","Princess of the Crystal","Penguindrum","3","Sun, 02 Jan 2022 15:36:52 GMT","1641137812450","13","","","","No","No","burn","","1","0","3","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","B","F","D","",""
"r3xx57","27676","1","Hina Setoguchi","The Moment You Fall in Love","1","Sun, 02 Jan 2022 14:46:14 GMT","1641134774916","7","","","","No","No","watchlist","","4","0","1","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","D","",""
"r3xx22","27570","1","Roland","Black Clover","2","Sun, 02 Jan 2022 14:08:52 GMT","1641132532856","10","","","","No","No","burn","","2","0","2","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","A","F","D","",""
"r3l728","3902","3","CEO","The Day I Became a God","2","Sun, 02 Jan 2022 09:44:55 GMT","1641116695939","33","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","20","F","S","S","S","A","F","C","",""
"r3wr7n","27433","1","Mosquito Girl","One-Punch Man","1","Sat, 01 Jan 2022 22:31:11 GMT","1641076271982","11","","","","No","No","burn","","3","0","1","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","D","F","D","",""
"r3q4s3","27754","1","Sena Akagi","Oreimo Specials","1","Sat, 01 Jan 2022 20:36:32 GMT","1641069392485","2","","","","No","No","nice","","0","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"r3q4fg","27871","1","Earl Trancy","Black Butler II","1","Sat, 01 Jan 2022 19:35:43 GMT","1641065743025","2","","","","No","No","burn","","1","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"r3q448","27734","1","Sana Inui","Mashiro-Iro Symphony: The Color of Lovers","4","Sat, 01 Jan 2022 18:40:40 GMT","1641062440300","24","","","","No","No","burn","","1","0","4","385849280939950080","385849280939950080","386931476291256332","15","F","S","S","S","A","F","D","",""
"r3mj6m","15051","1","Hayase","To Your Eternity","2","Sat, 01 Jan 2022 17:30:56 GMT","1641058256152","19","","","","No","No","nice","","7","0","2","385849280939950080","385849280939950080","386931476291256332","14","F","S","S","S","B","F","C","",""
"r3mjtk","27554","1","Sylvester","Pokémon: Black & White","2","Sat, 01 Jan 2022 16:52:57 GMT","1641055977345","7","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","D","",""
"rrx36t","5738","2","T28 Heavy Tank","Girls und Panzer","2","Sat, 01 Jan 2022 16:10:06 GMT","1641053406409","24","","","","No","No","burn","","8","0","2","385849280939950080","385849280939950080","386931476291256332","15","F","S","S","S","B","F","C","",""
"rrx39q","4596","3","Mei Mah","K.O. Beast","2","Sat, 01 Jan 2022 14:41:37 GMT","1641048097513","29","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","16","F","S","S","S","B","F","C","",""
"rr8rmm","13865","2","Tailor","The Rising of the Shield Hero","1","Sat, 01 Jan 2022 12:15:13 GMT","1641039313591","14","","","","No","No","kawaii","","1","0","1","385849280939950080","385849280939950080","386931476291256332","8","F","S","S","S","A","F","D","",""
"rrzzkt","27353","1","Gary","D.Gray-man","1","Sat, 01 Jan 2022 03:39:57 GMT","1641008397065","1","","","","No","No","burn","","0","0","1","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","A","F","D","",""
"rrj12h","3748","3","Nae Tennouji","Steins;Gate","3","Sat, 01 Jan 2022 01:36:59 GMT","1641001019703","78","","","","No","No","burn","","2","0","3","385849280939950080","385849280939950080","386931476291256332","50","F","S","S","S","S","F","C","",""
"rrk5cl","27237","1","Lucky","Fairy Tail","1","Sat, 01 Jan 2022 00:13:29 GMT","1640996009165","5","","","","No","No","burn","","2","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","D","",""
"rrk57h","27496","1","Namaste Bananya","Bananya","2","Fri, 31 Dec 2021 23:24:50 GMT","1640993090530","22","","","","No","No","nice","","1","0","2","385849280939950080","385849280939950080","386931476291256332","15","F","S","S","S","S","F","D","",""
"rrmbx2","27506","1","Fuku","Gingitsune: Messenger Fox of the Gods","4","Fri, 31 Dec 2021 18:25:01 GMT","1640975101246","5","","","","No","No","burn","","0","0","4","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","D","",""
"rpxzqq","27701","1","American Beaver","Kemono Friends","2","Fri, 31 Dec 2021 17:50:39 GMT","1640973039695","4","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"rpx174","16871","1","Lorenzo","Honkai Impact 3rd","4","Fri, 31 Dec 2021 16:33:42 GMT","1640968422996","80","","","","No","No","burn","","2","0","4","385849280939950080","385849280939950080","386931476291256332","48","F","S","S","S","A","F","C","",""
"rpgc4c","27483","1","Liza Renecastle","To the Abandoned Sacred Beasts","3","Fri, 31 Dec 2021 10:01:30 GMT","1640944890671","19","","","","No","No","oppai","","1","0","3","385849280939950080","385849280939950080","386931476291256332","13","F","S","S","S","A","F","D","",""
"rpqttc","27299","1","Kimi Satou","Maken-ki!","2","Fri, 31 Dec 2021 00:39:49 GMT","1640911189737","5","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","D","",""
"rpmp4l","27725","1","Hachisuka Kotetsu","Touken Ranbu: Hanamaru","3","Thu, 30 Dec 2021 22:12:19 GMT","1640902339929","15","","","","No","No","burn","","1","0","3","385849280939950080","385849280939950080","386931476291256332","8","F","S","S","S","A","F","D","",""
"rpmpnk","27436","1","Paolo","REBORN!","4","Thu, 30 Dec 2021 21:37:18 GMT","1640900238510","8","","","","No","No","burn","","0","0","4","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","D","",""
"r4x4jh","27425","1","Hell of Mirrors","Toilet-Bound Hanako-kun","1","Thu, 30 Dec 2021 19:47:34 GMT","1640893654195","7","","","","No","No","burn","","4","0","1","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","D","",""
"r4x4v1","27454","1","Gordon","Didn't I Say to Make My Abilities Average in the Next Life?!","1","Thu, 30 Dec 2021 18:30:09 GMT","1640889009696","1","","","","No","No","burn","","0","0","1","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","B","F","D","",""
"r47jn3","27186","1","Child Youkai","Natsume's Book of Friends Season 5","2","Thu, 30 Dec 2021 17:06:12 GMT","1640883972465","5","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","F","F","D","",""
"r4lr5d","3134","3","Akito Hyuga","Code Geass Gaiden: Boukoku no Akito","4","Thu, 30 Dec 2021 14:38:57 GMT","1640875137758","160","","","","No","No","burn","","4","0","4","385849280939950080","385849280939950080","386931476291256332","89","F","S","S","S","F","F","C","",""
"r4pt1s","8659","2","Nightwing","Batman Ninja","0","Thu, 30 Dec 2021 10:10:51 GMT","1640859051147","10","","","","No","No","burn","","43","0","0","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","B","F","C","",""
"r4zhh8","3190","3","Usagi","Psychedelica of the Black Butterfly","2","Thu, 30 Dec 2021 09:12:53 GMT","1640855573612","33","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","20","F","S","S","S","A","F","C","",""
"r4vlk2","27612","1","Rock Suzuki","Atom: The Beginning","2","Thu, 30 Dec 2021 00:12:53 GMT","1640823173776","1","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","A","F","D","",""
"rzdjtt","27141","1","Someko","Buddy Go!","3","Wed, 29 Dec 2021 21:07:39 GMT","1640812059369","10","","","","No","No","burn","","0","0","3","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","A","F","D","",""
"rz90p6","27491","1","Humboldt Penguin","Kemono Friends","4","Wed, 29 Dec 2021 15:46:13 GMT","1640792773108","28","","","","No","No","watchlist","","4","0","4","385849280939950080","385849280939950080","386931476291256332","16","F","S","S","S","A","F","D","",""
"rzrpbv","27305","1","Rika Inoue","Seraph of the End: Battle in Nagoya","2","Wed, 29 Dec 2021 14:19:27 GMT","1640787567616","16","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","8","F","S","S","S","A","F","D","",""
"rzzg5r","27508","1","Akitoshi Li","The Knight in the Area","1","Wed, 29 Dec 2021 12:43:23 GMT","1640781803753","1","","","","No","No","burn","","0","0","1","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","A","F","D","",""
"rzzgvg","10684","2","Ash's Rockruff","Pokémon Sun & Moon","3","Wed, 29 Dec 2021 11:26:20 GMT","1640777180149","78","","","","No","No","burn","","10","0","3","385849280939950080","385849280939950080","386931476291256332","45","F","S","S","S","B","F","D","",""
"rznkvv","13582","2","Rita Iizumi","A Certain Scientific Accelerator","0","Wed, 29 Dec 2021 09:40:37 GMT","1640770837628","5","","","","No","No","burn","","1","0","0","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"r1d9b5","27207","1","Moroha Minagi","Rental Magica","3","Wed, 29 Dec 2021 00:16:38 GMT","1640736998094","5","","","","No","No","burn","","0","0","3","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"r1g66w","27332","1","Yuko","You and Me. 2","2","Tue, 28 Dec 2021 18:05:06 GMT","1640714706411","2","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"r1zvvm","27309","1","Kyoko","Death Note","4","Tue, 28 Dec 2021 15:38:29 GMT","1640705909645","26","","","","No","No","burn","","0","0","4","385849280939950080","385849280939950080","386931476291256332","16","F","S","S","S","A","F","D","",""
"r1kg89","10566","2","Tsume","Wolf's Rain","2","Tue, 28 Dec 2021 11:04:59 GMT","1640689499548","22","","","","No","No","nice","","14","0","2","385849280939950080","385849280939950080","386931476291256332","15","F","S","S","S","A","F","D","",""
"r1kg34","27172","1","Meg","Burst Angel","2","Tue, 28 Dec 2021 10:11:09 GMT","1640686269600","4","","","","No","No","burn","","2","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"rndpn5","11224","2","Yuji Itadori","Jujutsu Kaisen","0","Tue, 28 Dec 2021 00:55:31 GMT","1640652931053","24","","","","No","No","ft","","4693","0","0","385849280939950080","385849280939950080","386931476291256332","14","F","S","S","S","A","F","D","",""
"rndpnw","806","3","Asakaze","Sonny Boy","3","Tue, 28 Dec 2021 00:54:20 GMT","1640652860857","69","","","","No","No","nice","","5","0","3","","385849280939950080","386931476291256332","44","F","S","S","F","A","F","A","",""
"rn8f78","27760","1","Nanami Moriyama","Fate/kaleid Liner Prisma Illya 2wei Herz! Specials","0","Tue, 28 Dec 2021 00:24:34 GMT","1640651074686","3","","","","No","No","","","1","0","0","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"rn8frs","27679","1","Rui Sagisawa","Libra of Nil Admirari","3","Mon, 27 Dec 2021 23:22:57 GMT","1640647377743","11","","","","No","No","","","1","0","3","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","B","F","D","",""
"rn94hr","27378","1","Etsuya Eizan","Food Wars! Shokugeki no Souma","3","Mon, 27 Dec 2021 21:24:57 GMT","1640640297434","26","","","","No","No","","","1","0","3","385849280939950080","385849280939950080","386931476291256332","15","F","S","S","S","F","F","D","",""
"rnrpq9","10461","2","Okowa","Dororo (2019)","2","Mon, 27 Dec 2021 20:50:46 GMT","1640638246188","25","","","","No","No","nice","","1","0","2","385849280939950080","385849280939950080","386931476291256332","15","F","S","S","S","A","F","D","",""
"rnj5sd","24190","1","Yui's Mom","Angel Beats!","0","Mon, 27 Dec 2021 16:43:24 GMT","1640623404983","3","","","","No","No","burn","","1","0","0","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"rnj5lq","27282","1","Kanata Ubuyashiki","Demon Slayer: Kimetsu no Yaiba","2","Mon, 27 Dec 2021 15:55:01 GMT","1640620501805","47","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","26","F","S","S","S","A","F","D","",""
"rnk3wh","27244","1","Anya Hepburn","Soul Eater Not!","4","Mon, 27 Dec 2021 13:13:20 GMT","1640610800710","43","","","","No","No","watchlist","","4","0","4","385849280939950080","385849280939950080","386931476291256332","25","F","S","S","S","A","F","D","",""
"rn2vs4","3234","2","Mikan","Great Teacher Onizuka","2","Mon, 27 Dec 2021 12:11:41 GMT","1640607101201","18","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","14","F","S","S","S","B","F","B","",""
"rn0h50","27077","1","Shofuren","Neko Hiki no Ororane","2","Mon, 27 Dec 2021 09:39:00 GMT","1640597940270","6","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","D","",""
"rjfzs2","11097","1","Satomi Ishikawa","Itazura na Kiss","2","Mon, 27 Dec 2021 00:24:09 GMT","1640564649574","4","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"1k12l0","20667","1","Rin Kaga","Bunny Drop","1","Sun, 26 Dec 2021 21:34:22 GMT","1640554462544","3","","","","No","No","","","10","0","1","236182912716767232","236182912716767232","386931476291256332","1","F","S","F","F","A","F","C","",""
"rjz8nc","4494","3","Nakiri Ayame","Hololive: Holo no Graffiti","4","Sun, 26 Dec 2021 21:32:52 GMT","1640554372375","352","","","","No","No","ft","","401","0","4","236182912716767232","385849280939950080","386931476291256332","183","F","S","S","F","F","F","C","",""
"rjjrgx","3313","3","Naoise","Granblue Fantasy","2","Sun, 26 Dec 2021 18:12:11 GMT","1640542331244","33","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","20","F","S","S","S","A","F","C","",""
"rjjr4c","27124","1","Aki Matsui","Another","2","Sun, 26 Dec 2021 17:33:26 GMT","1640540006464","7","","","","No","No","burn","","0","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","D","",""
"rjk36v","27167","1","Haruko Amaya","Maken-ki!","3","Sun, 26 Dec 2021 16:57:09 GMT","1640537829495","16","","","","No","No","burn","","6","0","3","385849280939950080","385849280939950080","386931476291256332","8","F","S","S","S","A","F","D","",""
"rjk3l2","27225","1","Katsuya Honda","Fruits Basket","2","Sun, 26 Dec 2021 15:59:14 GMT","1640534354058","9","","","","No","No","nice","","1","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","D","",""
"rjhfkt","27150","1","Kotoha","Mitsuboshi Colors","2","Sun, 26 Dec 2021 14:20:32 GMT","1640528432832","6","","","","No","No","burn","","3","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","C","F","D","",""
"rj0mhk","27348","1","Ken","Animation Runner Kuromi","1","Sun, 26 Dec 2021 11:35:35 GMT","1640518535274","1","","","","No","No","burn","","0","0","1","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","A","F","D","",""
"rbc2dx","20642","1","Philip Boreas Greyrat","Mushoku Tensei: Jobless Reincarnation","2","Sun, 26 Dec 2021 09:53:25 GMT","1640512405447","16","","","","No","No","fav","","2","0","2","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","B","F","D","",""
"rb3rvd","6189","2","Sayu Ogiwara","Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway","1","Sun, 26 Dec 2021 01:04:26 GMT","1640480666340","40","","","","No","No","fav","","784","0","1","385849280939950080","385849280939950080","386931476291256332","24","F","S","S","S","A","F","C","",""
"rb3rv7","12686","2","Mifune","Soul Eater","2","Sun, 26 Dec 2021 01:04:18 GMT","1640480658556","37","","","","No","No","fav","","12","0","2","385849280939950080","385849280939950080","386931476291256332","21","F","S","S","S","A","F","C","",""
"rb3rvz","27030","1","Itsumi Ryogoku","Miracle Train","4","Sun, 26 Dec 2021 01:02:18 GMT","1640480538593","6","","","","No","No","burn","","1","0","4","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","D","",""
"rb4g0w","3554","3","Kyouya Saibara","Place to Place","0","Sat, 25 Dec 2021 23:09:04 GMT","1640473744325","6","","","","No","No","burn","","1","0","0","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","S","F","C","",""
"rbnw1h","21900","1","Hitoshi Ginjima","Haikyuu!! To the Top","2","Sat, 25 Dec 2021 21:33:49 GMT","1640468029715","31","","","","No","No","burn","","7","0","2","385849280939950080","385849280939950080","386931476291256332","20","F","S","S","S","S","F","D","",""
"rbnwks","27478","1","Pepe","Shugo Chara!","2","Sat, 25 Dec 2021 20:51:08 GMT","1640465468420","5","","","","No","No","burn","","3","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","D","",""
"rbnwm8","12395","1","Rintaro Okabe","Steins;Gate","1","Sat, 25 Dec 2021 19:36:41 GMT","1640461001071","27","","","","No","No","ft","","408","0","1","","385849280939950080","386931476291256332","13","F","S","S","F","F","F","D","",""
"rb52fj","15846","1","Mozu","7 Seeds","2","Sat, 25 Dec 2021 19:02:23 GMT","1640458943149","3","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","D","",""
"r5c1rs","1121","1","Noah Glenfield","Edens Zero","4","Sat, 25 Dec 2021 13:02:06 GMT","1640437326116","62","","","","No","No","burn","","1","0","4","385849280939950080","385849280939950080","386931476291256332","45","F","S","S","S","S","F","A","",""
"r5c1jq","27011","1","Misaka 10031","A Certain Scientific Railgun S","1","Sat, 25 Dec 2021 11:49:50 GMT","1640432990432","8","","","","No","No","misaka","","3","0","1","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","D","",""
"r54p1n","13604","2","Ren Kitami","Get Up! Get Live! #Geragera","1","Sat, 25 Dec 2021 01:37:14 GMT","1640396234012","9","","","","No","No","burn","","1","0","1","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","D","",""
"r523vn","10247","2","Sakura","Fire Emblem Fates","2","Fri, 24 Dec 2021 19:39:52 GMT","1640374792551","35","","","","No","No","burn","","3","0","2","385849280939950080","385849280939950080","386931476291256332","21","F","S","S","S","A","F","D","",""
"r52rt8","3905","3","Diene Tali","Epic Seven","1","Fri, 24 Dec 2021 18:34:19 GMT","1640370859528","17","","","","No","No","burn","","3","0","1","385849280939950080","385849280939950080","386931476291256332","9","F","S","S","S","A","F","C","",""
"r50nnh","26959","1","Nanami Ozanami","A.I.C.O. Incarnation","3","Fri, 24 Dec 2021 17:11:33 GMT","1640365893020","7","","","","No","No","burn","","0","0","3","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","D","",""
"rkcl1p","14000","1","Magical Girl Frill","Blend S","1","Fri, 24 Dec 2021 15:30:39 GMT","1640359839011","6","","","","No","No","meme","","1","0","1","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","A","F","C","",""
"rkslbn","26950","1","Lizzie","The Qwaser of Stigmata II","0","Fri, 24 Dec 2021 14:06:04 GMT","1640354764231","1","","","","No","No","burn","","0","0","0","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","S","F","D","",""
"rkt9rn","27099","1","Mr. Furuichi","Tokyo Magnitude 8.0","1","Fri, 24 Dec 2021 10:29:35 GMT","1640341775845","1","","","","No","No","burn","","1","0","1","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","A","F","D","",""
"rkt9n6","26916","1","Manatsu Kuroki","Utakata","3","Fri, 24 Dec 2021 09:34:23 GMT","1640338463218","11","","","","No","No","kawaii","","0","0","3","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","A","F","D","",""
"rkv0pv","27163","1","Saya Miyoshi","Servant x Service","1","Thu, 23 Dec 2021 17:58:42 GMT","1640282322477","2","","","","No","No","burn","","1","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","D","",""
"rwxsww","27477","1","Osomatsu Matsuno","Osomatsu-kun (1988)","2","Thu, 23 Dec 2021 16:45:44 GMT","1640277944108","9","","","","No","No","burn","","10","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","D","",""
"rwdvzz","1860","2","Kohaku Hearts","Tales of Hearts","4","Thu, 23 Dec 2021 15:23:24 GMT","1640273004669","115","","","","No","No","burn","","1","0","4","385849280939950080","385849280939950080","386931476291256332","73","F","S","S","S","A","F","B","",""
"rwdv2c","26880","1","Bergamo","Dragon Ball Super","2","Thu, 23 Dec 2021 14:12:55 GMT","1640268775758","12","","","","No","No","burn","","3","0","2","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","A","F","D","",""
"rwl8dt","27070","1","Misa Toudou","Shirobako","2","Thu, 23 Dec 2021 13:40:28 GMT","1640266828162","6","","","","No","No","burn","","1","0","2","385849280939950080","385849280939950080","386931476291256332","4","F","S","S","S","B","F","D","",""
"rwl884","27180","1","Satsuki Sasahara","Tsuredure Children","1","Thu, 23 Dec 2021 13:00:54 GMT","1640264454215","5","","","","No","No","watchlist","","1","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","D","F","D","",""
